# 1_SENT_FILE_NAME  2_PARAGRAPH_NUMBER  3_SENT_IN_PARAGR  4_CONFIDENCE_VALUE_IN_PERCENT  5_SENT_NUMBER_IN_BOOK 6_SENT_TXT_BOOK  7_SENT_TXT_REC  8_SENT_TXT_LAB
chp01_00001	0001	1/1	100.00	00001	This is a Librivox recording.	this is a librivox recording	This is a Librivox recording
chp09_00116	0364	4/8	97.67	01185	Throughout the long twelve hundred miles there was never a page that was void of interest, never one that you could leave unread without loss, never one that you would want to skip, thinking you could find higher enjoyment in some other thing.	throughout the long twelve hundred miles there was never a page that was void of interest never one that you could leave unread without loss never one that you would want to skip thinking you might find higher enjoyment in some other thing	throughout the long twelve hundred miles there was never a page that was void of interest never one that you could leave unread without loss never one that you would want to skip thinking you might find higher enjoyment in some other thing
chp09_00117	0364	5/8	100.00	01186	There never was so wonderful a book written by man; never one whose interest was so absorbing, so unflagging, so sparkingly renewed with every reperusal.	there never was so wonderful a book written by man never one whose interest was so absorbing so unflagging so sparkingly renewed with every reperusal	There never was so wonderful a book written by man never one whose interest was so absorbing so unflagging so sparkingly renewed with every reperusal
chp09_00118	0364	6/8	97.78	01187	The passenger who could not read it was charmed with a peculiar sort of faint dimple on its surface (on the rare occasions when he did not overlook it altogether); but to the pilot that was an ITALICIZED passage; indeed, it was more than that, it was a legend of the largest capitals, with a string of shouting exclamation points at the end of it; for it meant that a wreck or a rock was buried there that could tear the life out of the strongest vessel that ever floated.	the passenger who could not read it was charmed with a peculiar sort of faint dimple on its surface on the rare occasions when he did not overlook it altogether but to the pilot that was an in italicized passage indeed it was more than that he was a legend of the largest capitals with a string of shouting exclamation points at the end of it for it meant that a wreck or a rock was buried there that could tear the life out of the strongest vessel that ever floated	the passenger who could not read it was charmed with a peculiar sort of faint dimple on its surface on the rare occasions when he did not overlook it altogether but to the pilot that was an in italicized passage indeed it was more than that he was a legend of the largest capitals with a string of shouting exclamation points at the end of it for it meant that a wreck or a rock was buried there that could tear the life out of the strongest vessel that ever floated
chp09_00119	0364	7/8	100.00	01188	It is the faintest and simplest expression the water ever makes, and the most hideous to a pilot's eye.	it is the faintest and simplest expression the water ever makes and the most hideous to a pilot's eye	It is the faintest and simplest expression the water ever makes and the most hideous to a pilot's eye
chp09_00120	0364	8/8	96.00	01189	In truth, the passenger who could not read this book saw nothing but all manner of pretty pictures in it painted by the sun and shaded by the clouds, whereas to the trained eye these were not pictures at all, but the grimmest and most dead-earnest of reading-matter.	in truth the passenger who could not read this book saw nothing but all manner of pretty pictures in it painted by the sun and shaded by the clouds for us to the trained eye these were not pictures at all but the grimmest and most dead earnest of reading matter	in truth the passenger who could not read this book saw nothing but all manner of pretty pictures in it painted by the sun and shaded by the clouds for us to the trained eye these were not pictures at all but the grimmest and most dead earnest of reading matter
chp09_00121	0365	1/8	100.00	01190	Now when I had mastered the language of this water and had come to know every trifling feature that bordered the great river as familiarly as I knew the letters of the alphabet, I had made a valuable acquisition.	now when i had mastered the language of this water and had come to know every trifling feature that bordered the great river as familiarly as i knew the letters of the alphabet i had made a valuable acquisition	Now when I had mastered the language of this water and had come to know every trifling feature that bordered the great river as familiarly as I knew the letters of the alphabet I had made a valuable acquisition
chp09_00122	0365	2/8	100.00	01191	But I had lost something, too.	but i had lost something too	But I had lost something too
chp09_00123	0365	3/8	100.00	01192	I had lost something which could never be restored to me while I lived.	i had lost something which could never be restored to me while i lived	I had lost something which could never be restored to me while I lived
chp09_00124	0365	4/8	100.00	01193	All the grace, the beauty, the poetry had gone out of the majestic river!	all the grace the beauty the poetry had gone out of the majestic river	All the grace the beauty the poetry had gone out of the majestic river
chp09_00125	0365	5/8	94.44	01194	I still keep in mind a certain wonderful sunset which I witnessed when steamboating was new to me.	i still keep in mind a certain wonderful sunset which i witnessed when steamboating was new to meet	i still keep in mind a certain wonderful sunset which i witnessed when steamboating was new to meet
chp09_00126	0365	6/8	100.00	01195	A broad expanse of the river was turned to blood; in the middle distance the red hue brightened into gold, through which a solitary log came floating, black and conspicuous; in one place a long, slanting mark lay sparkling upon the water; in another the surface was broken by boiling, tumbling rings, that were as many-tinted as an opal; where the ruddy flush was faintest, was a smooth spot that was covered with graceful circles and radiating lines, ever so delicately traced;	a broad expanse of the river was turned to blood in the middle distance the red hue brightened into gold through which a solitary log came floating black and conspicuous in one place a long slanting mark lay sparkling upon the water in another the surface was broken by boiling tumbling rings that were as many tinted as an opal where the ruddy flush was faintest was a smooth spot that was covered with graceful circles and radiating lines ever so delicately traced	A broad expanse of the river was turned to blood in the middle distance the red hue brightened into gold through which a solitary log came floating black and conspicuous in one place a long slanting mark lay sparkling upon the water in another the surface was broken by boiling tumbling rings that were as many tinted as an opal where the ruddy flush was faintest was a smooth spot that was covered with graceful circles and radiating lines ever so delicately traced
chp09_00127	0365	7/8	96.77	01196	the shore on our left was densely wooded, and the somber shadow that fell from this forest was broken in one place by a long, ruffled trail that shone like silver; and high above the forest wall a clean-stemmed dead tree waved a single leafy bough that glowed like a flame in the unobstructed splendor that was flowing from the sun.	the shore on our left was densely wooded and the somber shadow that fell from this forest was broken in one place by a long ruffled trail that shone like silver and high above the forest wall a clean stemmed dead tree waved a single leafy bough all that glowed like flame in the unobstructed splendor that was flowing from the sun	the shore on our left was densely wooded and the somber shadow that fell from this forest was broken in one place by a long ruffled trail that shone like silver and high above the forest wall a clean stemmed dead tree waved a single leafy bough all that glowed like flame in the unobstructed splendor that was flowing from the sun
chp09_00128	0365	8/8	100.00	01197	There were graceful curves, reflected images, woody heights, soft distances; and over the whole scene, far and near, the dissolving lights drifted steadily, enriching it, every passing moment, with new marvels of coloring.	there were graceful curves reflected images woody heights soft distances and over the whole scene far and near the dissolving lights drifted steadily enriching it every passing moment with new marvels of coloring	There were graceful curves reflected images woody heights soft distances and over the whole scene far and near the dissolving lights drifted steadily enriching it every passing moment with new marvels of coloring
chp09_00129	0366	1/7	100.00	01198	I stood like one bewitched.	i stood like one bewitched	I stood like one bewitched
chp09_00130	0366	2/7	100.00	01199	I drank it in, in a speechless rapture.	i drank it in in a speechless rapture	I drank it in in a speechless rapture
chp09_00131	0366	3/7	100.00	01200	The world was new to me, and I had never seen anything like this at home.	the world was new to me and i had never seen anything like this at home	The world was new to me and I had never seen anything like this at home
chp09_00132	0366	4/7	100.00	01201	But as I have said, a day came when I began to cease from noting the glories and the charms which the moon and the sun and the twilight wrought upon the river's face; another day came when I ceased altogether to note them.	but as i have said a day came when i began to cease from noting the glories and the charms which the moon and the sun and the twilight wrought upon the river's face another day came when i ceased altogether to note them	But as I have said a day came when I began to cease from noting the glories and the charms which the moon and the sun and the twilight wrought upon the river's face another day came when I ceased altogether to note them
chp09_00133	0366	5/7	98.77	01202	Then, if that sunset scene had been repeated, I should have looked upon it without rapture, and should have commented upon it, inwardly, after this fashion: This sun means that we are going to have wind to-morrow; that floating log means that the river is rising, small thanks to it; that slanting mark on the water refers to a bluff reef which is going to kill somebody's steamboat one of these nights, if it keeps on stretching out like that;	then if that sunset scene had been repeated i should have looked upon it without rapture and should have commented upon it inwardly after this fashion the sun means that we are going to have wind to morrow that floating log means that the river is rising small thanks to it that slanting mark on the water refers to a bluff reef which is going to kill somebody's steamboat one of these nights if it keeps on stretching out like that	then if that sunset scene had been repeated i should have looked upon it without rapture and should have commented upon it inwardly after this fashion the sun means that we are going to have wind to morrow that floating log means that the river is rising small thanks to it that slanting mark on the water refers to a bluff reef which is going to kill somebody's steamboat one of these nights if it keeps on stretching out like that
chp09_00134	0366	6/7	96.34	01203	those tumbling 'boils' show a dissolving bar and a changing channel there; the lines and circles in the slick water over yonder are a warning that that troublesome place is shoaling up dangerously; that silver streak in the shadow of the forest is the 'break' from a new snag, and he has located himself in the very best place he could have found to fish for steamboats; that tall dead tree, with a single living branch, is not going to last long,	those tumbling boils show a dissolving bar and a changing channel there the lines and circles in the slick water over yonder for a warning that that troublesome place is shoaling up dangerously that silver streak in the shadow of the forest is the break from a new snag and he has located himself in the very best place he could have found to fish for steamboats that tall dead tree waved a single living branch is not go to last long	those tumbling boils show a dissolving bar and a changing channel there the lines and circles in the slick water over yonder for a warning that that troublesome place is shoaling up dangerously that silver streak in the shadow of the forest is the break from a new snag and he has located himself in the very best place he could have found to fish for steamboats that tall dead tree waved a single living branch is not go to last long
chp09_00135	0366	7/7	100.00	01204	and then how is a body ever going to get through this blind place at night without the friendly old landmark.	and then how is a body ever going to get through this blind place at night without the friendly old landmark	and then how is a body ever going to get through this blind place at night without the friendly old landmark
chp09_00136	0367	1/7	100.00	01205	No, the romance and the beauty were all gone from the river.	no the romance and the beauty were all gone from the river	No the romance and the beauty were all gone from the river
chp09_00137	0367	2/7	100.00	01206	All the value any feature of it had for me now was the amount of usefulness it could furnish toward compassing the safe piloting of a steamboat.	all the value any feature of it had for me now was the amount of usefulness it could furnish toward compassing the safe piloting of a steamboat	All the value any feature of it had for me now was the amount of usefulness it could furnish toward compassing the safe piloting of a steamboat
chp09_00138	0367	3/7	100.00	01207	Since those days, I have pitied doctors from my heart.	since those days i have pitied doctors from my heart	Since those days I have pitied doctors from my heart
chp09_00139	0367	4/7	100.00	01208	What does the lovely flush in a beauty's cheek mean to a doctor but a 'break' that ripples above some deadly disease.	what does the lovely flush in a beauty's cheek mean to a doctor but a break that ripples above some deadly disease	What does the lovely flush in a beauty's cheek mean to a doctor but a break that ripples above some deadly disease
chp09_00140	0367	5/7	100.00	01209	Are not all her visible charms sown thick with what are to him the signs and symbols of hidden decay?	are not all her visible charms sown thick with what are to him the signs and symbols of hidden decay	Are not all her visible charms sown thick with what are to him the signs and symbols of hidden decay
chp09_00141	0367	6/7	95.83	01210	Does he ever see her beauty at all, or doesn't he simply view her professionally, and comment upon her unwholesome condition all to himself?	this he ever see her beauty at all or doesn't he simply view her professionally and comment upon her unwholesome condition all to himself	this he ever see her beauty at all or doesn't he simply view her professionally and comment upon her unwholesome condition all to himself
chp09_00142	0367	7/7	76.47	01211	And doesn't he sometimes wonder whether he has gained most or lost most by learning his trade?	and doesn't he sometimes wonder whether he has gained most or lost most by learning his trade and of chapter nine	and doesn't he sometimes wonder whether he has gained most or lost most by learning his trade and of chapter nine
chp10_00001	0368	1/1	-500.00	01212	Chapter 10 Completing My Education	this is a librivox recording all librivox recordings are in the public domain for more information or to volunteer visit librivox dot org life on the mississippi by mark twain chapter ten completing my education	this is a librivox recording all librivox recordings are in the public domain for more information or to volunteer visit librivox dot org life on the mississippi by mark twain chapter ten completing my education
chp10_00002	0369	1/7	100.00	01213	WHOSOEVER has done me the courtesy to read my chapters which have preceded this may possibly wonder that I deal so minutely with piloting as a science.	whosoever has done me the courtesy to read my chapters which have preceded this may possibly wonder that i deal so minutely with piloting as a science	WHOSOEVER has done me the courtesy to read my chapters which have preceded this may possibly wonder that I deal so minutely with piloting as a science
chp10_00003	0369	2/7	93.33	01214	It was the prime purpose of those chapters; and I am not quite done yet.	it was the prime purpose of those chapters but i am not quite done yet	it was the prime purpose of those chapters but i am not quite done yet
chp10_00004	0369	3/7	100.00	01215	I wish to show, in the most patient and painstaking way, what a wonderful science it is.	i wish to show in the most patient and painstaking way what a wonderful science it is	I wish to show in the most patient and painstaking way what a wonderful science it is
chp10_00005	0369	4/7	93.59	01216	Ship channels are buoyed and lighted, and therefore it is a comparatively easy undertaking to learn to run them; clear-water rivers, with gravel bottoms, change their channels very gradually, and therefore one needs to learn them but once; but piloting becomes another matter when you apply it to vast streams like the Mississippi and the Missouri, whose alluvial banks cave and change constantly, whose snags are always hunting up new quarters, whose sandbars are never at rest,	ship channels are buoyed and lighted and therefore his aid comparatively easy undertaking to learn to run them clear water rivers with gravel bottoms change their channels very gradually and therefore one needs to learn them but once but piloting becomes another matter when you apply it to vast streams like the mississippi and the misery whose alluvial banks cave and change constantly we snags are always hunting up new quarters whose sandbars are never at rest	ship channels are buoyed and lighted and therefore his aid comparatively easy undertaking to learn to run them clear water rivers with gravel bottoms change their channels very gradually and therefore one needs to learn them but once but piloting becomes another matter when you apply it to vast streams like the mississippi and the misery whose alluvial banks cave and change constantly we snags are always hunting up new quarters whose sandbars are never at rest
chp10_00006	0369	5/7	88.73	01217	whose channels are for ever dodging and shirking, and whose obstructions must be confronted in all nights and all weathers without the aid of a single light-house or a single buoy; for there is neither light nor buoy to be found anywhere in all this three or four thousand miles of villainous river.{footnote [True at the time referred to; not true now (1882).]}	whose channels are for ever dodging and shirking and whose obstructions must be confronted in all nights and all weathers without the aid of a single light house or a single louis for there is another light nor buoy to be found anywhere in all this three or four thousand miles a villainous river footnote true at the time referred to not true now eighteen eighty two	whose channels are for ever dodging and shirking and whose obstructions must be confronted in all nights and all weathers without the aid of a single light house or a single louis for there is another light nor buoy to be found anywhere in all this three or four thousand miles a villainous river footnote true at the time referred to not true now eighteen eighty two
chp10_00007	0369	6/7	100.00	01218	I feel justified in enlarging upon this great science for the reason that I feel sure no one has ever yet written a paragraph about it who had piloted a steamboat himself, and so had a practical knowledge of the subject.	i feel justified in enlarging upon this great science for the reason that i feel sure no one has ever yet written a paragraph about it who had piloted a steamboat himself and so had a practical knowledge of the subject	I feel justified in enlarging upon this great science for the reason that I feel sure no one has ever yet written a paragraph about it who had piloted a steamboat himself and so had a practical knowledge of the subject
chp10_00008	0369	7/7	100.00	01219	If the theme were hackneyed, I should be obliged to deal gently with the reader; but since it is wholly new, I have felt at liberty to take up a considerable degree of room with it.	if the theme were hackneyed i should be obliged to deal gently with the reader but since it is wholly new i have felt at liberty to take up a considerable degree of room with it	If the theme were hackneyed I should be obliged to deal gently with the reader but since it is wholly new I have felt at liberty to take up a considerable degree of room with it
chp10_00009	0370	1/4	96.67	01220	When I had learned the name and position of every visible feature of the river; when I had so mastered its shape that I could shut my eyes and trace it from St. Louis to New Orleans; when I had learned to read the face of the water as one would cull the news from the morning paper; and finally, when I had trained my dull memory to treasure up an endless array of soundings and crossing-marks, and keep fast hold of them, I judged that my education was complete:	when i had learned the name and position of every visible feature of the river when i had so mastered its shape but i could shut my eyes and trace it from saint louis was to new orleans when i had learned to read the face of the river as one would cull the news from the morning paper and finally when i had trained my dull memory to treasure up an endless array of soundings and crossing marks and keep fast hold of them i judged that my education was complete	when i had learned the name and position of every visible feature of the river when i had so mastered its shape but i could shut my eyes and trace it from saint louis was to new orleans when i had learned to read the face of the river as one would cull the news from the morning paper and finally when i had trained my dull memory to treasure up an endless array of soundings and crossing marks and keep fast hold of them i judged that my education was complete
chp10_00010	0370	2/4	100.00	01221	so I got to tilting my cap to the side of my head, and wearing a tooth-pick in my mouth at the wheel.	so i got to tilting my cap to the side of my head and wearing a tooth pick in my mouth at the wheel	so I got to tilting my cap to the side of my head and wearing a tooth pick in my mouth at the wheel
chp10_00011	0370	3/4	100.00	01222	Mr. Bixby had his eye on these airs.	mister bixby had his eye on these airs	Mister Bixby had his eye on these airs
chp10_00012	0370	4/4	100.00	01223	One day he said -- 	one day he said	One day he said
chp10_00013	0371	1/1	100.00	01224	'What is the height of that bank yonder, at Burgess's?'	what is the height of that bank yonder at burgess's	What is the height of that bank yonder at Burgess's
chp10_00014	0372	1/2	100.00	01225	'How can I tell, sir.	how can i tell sir	How can I tell sir
chp10_00015	0372	2/2	100.00	01226	It is three-quarters of a mile away.'	it is three-quarters of a mile away	It is three-quarters of a mile away
chp10_00016	0373	1/2	100.00	01227	'Very poor eye -- very poor.	very poor eye very poor	Very poor eye very poor
chp10_00017	0373	2/2	100.00	01228	Take the glass.'	take the glass	Take the glass
chp10_00018	0374	1/2	90.00	01229	I took the glass, and presently said -- 'I can't tell.	i took the glass and presently said i can't out	i took the glass and presently said i can't out
chp10_00019	0374	2/2	100.00	01230	I suppose that that bank is about a foot and a half high.'	i suppose that that bank is about a foot and a half high	I suppose that that bank is about a foot and a half high
chp10_00020	0375	1/3	50.00	01231	'Foot and a half!	foot and aft	foot and aft
chp10_00021	0375	2/3	100.00	01232	That's a six-foot bank.	that's a six-foot bank	That's a six-foot bank
chp10_00022	0375	3/3	100.00	01233	How high was the bank along here last trip?'	how high was the bank along here last trip	How high was the bank along here last trip
chp10_00023	0376	1/1	50.00	01234	'I don't know; I never noticed.'	bride at that i never noticed	bride at that i never noticed
chp10_00024	0377	1/2	0.00	01235	'You didn't?	a dense	a dense
chp10_00025	0377	2/2	100.00	01236	Well, you must always do it hereafter.'	well you must always do it hereafter	Well you must always do it hereafter
chp10_00026	0378	1/1	100.00	01237	'Why?'	why	Why
chp10_00027	0379	1/2	100.00	01238	'Because you'll have to know a good many things that it tells you.	because you'll have to know a good many things that it tells you	Because you'll have to know a good many things that it tells you
chp10_00028	0379	2/2	96.55	01239	For one thing, it tells you the stage of the river -- tells you whether there's more water or less in the river along here than there was last trip.'	for one thing it tells you the stage of the river tells you whether there's more water or less in the river along here then there was last trip	for one thing it tells you the stage of the river tells you whether there's more water or less in the river along here then there was last trip
chp10_00029	0380	1/2	100.00	01240	'The leads tell me that.'	the leads tell me that	The leads tell me that
chp10_00030	0380	2/2	100.00	01241	I rather thought I had the advantage of him there.	i rather thought i had the advantage of him there	I rather thought I had the advantage of him there
chp10_00031	0381	1/4	100.00	01242	'Yes, but suppose the leads lie?	yes but suppose the leads lie	Yes but suppose the leads lie
chp10_00032	0381	2/4	100.00	01243	The bank would tell you so, and then you'd stir those leadsmen up a bit.	the bank would tell you so and then you'd stir those leadsmen up a bit	The bank would tell you so and then you'd stir those leadsmen up a bit
chp10_00033	0381	3/4	94.12	01244	There was a ten-foot bank here last trip, and there is only a six-foot bank now.	there was a ten foot bank here last trip and it is only a six-foot bank now	there was a ten foot bank here last trip and it is only a six-foot bank now
chp10_00034	0381	4/4	100.00	01245	What does that signify?'	what does that signify	What does that signify
chp10_00035	0382	1/1	91.67	01246	'That the river is four feet higher than it was last trip.'	but the river is four feet higher than it was last trip	but the river is four feet higher than it was last trip
chp10_00036	0383	1/2	100.00	01247	'Very good.	very good	Very good
chp10_00037	0383	2/2	83.33	01248	Is the river rising or falling?'	his the river rising or falling	his the river rising or falling
chp10_00038	0384	1/1	100.00	01249	'Rising.'	rising	Rising
chp10_00039	0385	1/1	100.00	01250	'No it ain't.'	no it ain't	No it ain't
chp10_00040	0386	1/2	100.00	01251	'I guess I am right, sir.	i guess i am right sir	I guess I am right sir
chp10_00041	0386	2/2	100.00	01252	Yonder is some drift-wood floating down the stream.'	yonder is some drift wood floating down the stream	Yonder is some drift wood floating down the stream
chp10_00042	0387	1/7	100.00	01253	'A rise starts the drift-wood, but then it keeps on floating a while after the river is done rising.	a rise starts the drift wood but then it keeps on floating a while after the river is done rising	A rise starts the drift wood but then it keeps on floating a while after the river is done rising
chp10_00043	0387	2/7	100.00	01254	Now the bank will tell you about this.	now the bank will tell you about this	Now the bank will tell you about this
chp10_00044	0387	3/7	100.00	01255	Wait till you come to a place where it shelves a little.	wait till you come to a place where it shelves a little	Wait till you come to a place where it shelves a little
chp10_00045	0387	4/7	84.21	01256	Now here; do you see this narrow belt of fine sediment That was deposited while the water was higher.	out there you see this narrow belt of fine sediment that was deposited while the water was higher	out there you see this narrow belt of fine sediment that was deposited while the water was higher
chp10_00046	0387	5/7	100.00	01257	You see the driftwood begins to strand, too.	you see the driftwood begins to strand too	You see the driftwood begins to strand too
chp10_00047	0387	6/7	100.00	01258	The bank helps in other ways.	the bank helps in other ways	The bank helps in other ways
chp10_00048	0387	7/7	88.89	01259	Do you see that stump on the false point?'	you see that stump on the false point	you see that stump on the false point
chp10_00049	0388	1/1	0.00	01260	'Ay, ay, sir.'	i said	i said
chp10_00050	0389	1/2	100.00	01261	'Well, the water is just up to the roots of it.	well the water is just up to the roots of it	Well the water is just up to the roots of it
chp10_00051	0389	2/2	100.00	01262	You must make a note of that.'	you must make a note of that	You must make a note of that
chp10_00052	0390	1/1	100.00	01263	'Why?'	why	Why
chp10_00053	0391	1/1	86.67	01264	'Because that means that there's seven feet in the chute of 103.'	because that means that there's seven feet in the chute of one or three	because that means that there's seven feet in the chute of one or three
chp10_00054	0392	1/1	76.92	01265	'But 103 is a long way up the river yet.'	but while three is a long way up the river yet	but while three is a long way up the river yet
chp10_00055	0393	1/6	100.00	01266	'That's where the benefit of the bank comes in.	that's where the benefit of the bank comes in	That's where the benefit of the bank comes in
chp10_00056	0393	2/6	93.33	01267	There is water enough in 103 NOW, yet there may not be by the time we get there; but the bank will keep us posted all along.	there is water enough in one of three now yet there may not be by the time we get there but the bank will keep us posted all along	there is water enough in one of three now yet there may not be by the time we get there but the bank will keep us posted all along
chp10_00057	0393	3/6	100.00	01268	You don't run close chutes on a falling river, up-stream, and there are precious few of them that you are allowed to run at all down-stream.	you don't run close chutes on a falling river up stream and there are precious few of them that you are allowed to run at all down stream	You don't run close chutes on a falling river up stream and there are precious few of them that you are allowed to run at all down stream
chp10_00058	0393	4/6	50.00	01269	There's a law of the United States against it.	i thought all the united states against it	i thought all the united states against it
chp10_00059	0393	5/6	90.91	01270	The river may be rising by the time we get to 103, and in that case we'll run it.	the river may be rising by the time we get to one of three and in that case we'll run it	the river may be rising by the time we get to one of three and in that case we'll run it
chp10_00060	0393	6/6	60.00	01271	We are drawing -- how much?'	we are drawing it up how much	we are drawing it up how much
chp10_00061	0394	1/1	87.50	01272	'Six feet aft, -- six and a half forward.'	six feet aft six and a half ard	six feet aft six and a half ard
chp10_00062	0395	1/1	100.00	01273	'Well, you do seem to know something.'	well you do seem to know something	Well you do seem to know something
chp10_00063	0396	1/1	93.75	01274	'But what I particularly want to know is, if I have got to keep up an everlasting measuring of the banks of this river, twelve hundred miles, month in and month out?'	magic what i particularly want to know is if i have to keep up an everlasting measuring of the banks of this river twelve hundred miles month in and month out	magic what i particularly want to know is if i have to keep up an everlasting measuring of the banks of this river twelve hundred miles month in and month out
chp10_00064	0397	1/1	0.00	01275	'Of course!'	the harsh	the harsh
chp10_00065	0398	1/2	100.00	01276	My emotions were too deep for words for a while.	my emotions were too deep for words for a while	My emotions were too deep for words for a while
chp10_00066	0398	2/2	66.67	01277	Presently I said -- '	but presently i said	but presently i said
chp10_00067	0399	1/2	80.00	01278	And how about these chutes.	end how about these chutes	end how about these chutes
chp10_00068	0399	2/2	100.00	01279	Are there many of them?'	are there many of them	Are there many of them
chp10_00069	0400	1/3	100.00	01280	'I should say so.	i should say so	I should say so
chp10_00070	0400	2/3	95.24	01281	I fancy we shan't run any of the river this trip as you've ever seen it run before -- so to speak.	i fancy we shan't run any of the river this trip this you've ever seen it run before so to speak	i fancy we shan't run any of the river this trip this you've ever seen it run before so to speak
chp10_00071	0400	3/3	98.91	01282	If the river begins to rise again, we'll go up behind bars that you've always seen standing out of the river, high and dry like the roof of a house; we'll cut across low places that you've never noticed at all, right through the middle of bars that cover three hundred acres of river; we'll creep through cracks where you've always thought was solid land; we'll dart through the woods and leave twenty-five miles of river off to one side; we'll see the hind-side of every island between New Orleans and Cairo.'	if the river begins to rise again we'll go up behind bars that you've always seen standing out of the river high and dry like the roof of a house we'll cut across low places that you've never noticed at all right through the middle of bars that cover three hundred acres of river we'll creep through cracks where you've always thought was solid land we'll dart through the woods and leave twenty-five miles of river off to one side well see the hind side of every island between new orleans and cairo	if the river begins to rise again we'll go up behind bars that you've always seen standing out of the river high and dry like the roof of a house we'll cut across low places that you've never noticed at all right through the middle of bars that cover three hundred acres of river we'll creep through cracks where you've always thought was solid land we'll dart through the woods and leave twenty-five miles of river off to one side well see the hind side of every island between new orleans and cairo
chp10_00072	0401	1/1	100.00	01283	'Then I've got to go to work and learn just as much more river as I already know.'	then i've got to go to work and learn just as much more river as i already know	Then I've got to go to work and learn just as much more river as I already know
chp10_00073	0402	1/1	100.00	01284	'Just about twice as much more, as near as you can come at it.'	just about twice as much more as near as you can come at it	Just about twice as much more as near as you can come at it
chp10_00074	0403	1/2	100.00	01285	'Well, one lives to find out.	well one lives to find out	Well one lives to find out
chp10_00075	0403	2/2	91.67	01286	I think I was a fool when I went into this business.'	i made i was a fool when i went into this business	i made i was a fool when i went into this business
chp10_00076	0404	1/3	75.00	01287	'Yes, that is true.	has that is true	has that is true
chp10_00077	0404	2/3	100.00	01288	And you are yet.	and you are yet	And you are yet
chp10_00078	0404	3/3	100.00	01289	But you'll not be when you've learned it.'	but you'll not be when you've learned it	But you'll not be when you've learned it
chp10_00079	0405	1/1	50.00	01290	'Ah, I never can learn it.'	that i can never learn it	that i can never learn it
chp10_00080	0406	1/1	100.00	01291	'I will see that you DO.'	i will see that you do	I will see that you DO
chp10_00081	0407	1/1	100.00	01292	By and by I ventured again -- 	by and by i ventured again	By and by I ventured again
chp10_00082	0408	1/1	96.43	01293	'Have I got to learn all this thing just as I know the rest of the river -- shapes and all -- and so I can run it at night?'	of i got to learn all this thing just as i know the rest of the river shapes and all and so i can run it at night	of i got to learn all this thing just as i know the rest of the river shapes and all and so i can run it at night
chp10_00083	0409	1/4	100.00	01294	'Yes.	yes	Yes
chp10_00084	0409	2/4	100.00	01295	And you've got to have good fair marks from one end of the river to the other, that will help the bank tell you when there is water enough in each of these countless places -- like that stump, you know.	and you've got to have good fair marks from one end of the river to the other that will help the bank tell you when there is water enough in each of these countless places like that stump you know	And you've got to have good fair marks from one end of the river to the other that will help the bank tell you when there is water enough in each of these countless places like that stump you know
chp10_00085	0409	3/4	100.00	01296	When the river first begins to rise, you can run half a dozen of the deepest of them; when it rises a foot more you can run another dozen; the next foot will add a couple of dozen, and so on: so you see you have to know your banks and marks to a dead moral certainty, and never get them mixed; for when you start through one of those cracks, there's no backing out again, as there is in the big river; you've got to go through, or stay there six months if you get caught on a falling river.	when the river first begins to rise you can run half a dozen of the deepest of them when it rises a foot more you can run another dozen the next foot will add a couple of dozen and so on so you see you have to know your banks and marks to a dead moral certainty and never get them mixed for when you start through one of those cracks there's no backing out again as there is in the big river you've got to go through or stay there six months if you get caught on a falling river	When the river first begins to rise you can run half a dozen of the deepest of them when it rises a foot more you can run another dozen the next foot will add a couple of dozen and so on so you see you have to know your banks and marks to a dead moral certainty and never get them mixed for when you start through one of those cracks there's no backing out again as there is in the big river you've got to go through or stay there six months if you get caught on a falling river
chp10_00086	0409	4/4	100.00	01297	There are about fifty of these cracks which you can't run at all except when the river is brim full and over the banks.'	there are about fifty of these cracks which you can't run at all except when the river is brim full and over the banks	There are about fifty of these cracks which you can't run at all except when the river is brim full and over the banks
chp10_00087	0410	1/1	100.00	01298	'This new lesson is a cheerful prospect.'	this new lesson is a cheerful prospect	This new lesson is a cheerful prospect
chp10_00088	0411	1/4	100.00	01299	'Cheerful enough.	cheerful enough	Cheerful enough
chp10_00089	0411	2/4	100.00	01300	And mind what I've just told you; when you start into one of those places you've got to go through.	and mind what i've just told you when you start into one of those places you've got to go through	And mind what I've just told you when you start into one of those places you've got to go through
chp10_00090	0411	3/4	96.15	01301	They are too narrow to turn around in, too crooked to back out of, and the shoal water is always up at the head; never elsewhere.	they are too narrow to turn around in too crooked to back out out and the shoal water is always up at the head never elsewhere	they are too narrow to turn around in too crooked to back out out and the shoal water is always up at the head never elsewhere
chp10_00091	0411	4/4	93.55	01302	And the head of them is always likely to be filling up, little by little, so that the marks you reckon their depth by, this season, may not answer for next.'	and ahead of them is always likely to be filling up little by little so that the marks you reckon their depth by this season may not answer for next	and ahead of them is always likely to be filling up little by little so that the marks you reckon their depth by this season may not answer for next
chp10_00092	0412	1/1	100.00	01303	'Learn a new set, then, every year?'	learn a new set then every year	Learn a new set then every year
chp10_00093	0413	1/3	100.00	01304	'Exactly.	exactly	Exactly
chp10_00094	0413	2/3	66.67	01305	Cramp her up to the bar!	account for up to the bar	account for up to the bar
chp10_00095	0413	3/3	83.33	01306	What are you standing up through the middle of the river for?'	what you standing up through the middle of the river floor	what you standing up through the middle of the river floor
